Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Lupin;Horrors your classmates can scarcely imagine.;['horrors', 'your', 'classmates', 'can', 'scarcely', 'imagine'];['horror', 'your', 'classmate', 'can', 'scarcely', 'imagine'];['horror', 'classmate', 'scarcely', 'imagine']
Lupin;You have nothing to be ashamed of.;['you', 'have', 'nothing', 'to', 'be', 'ashamed', 'of'];['you', 'have', 'nothing', 'to', 'be', 'ashamed', 'of'];['nothing', 'ashamed']
Harry;I'm scared, professor.;['i', 'scared', 'professor'];['i', 'scared', 'professor'];['scared', 'professor']
Lupin;Well, I'd consider you a fool if you weren't.;['well', 'i', 'consider', 'you', 'a', 'fool', 'if', 'you', 'were'];['well', 'i', 'consider', 'you', 'a', 'fool', 'if', 'you', 'were'];['well', 'consider', 'fool']
Harry;I need to know how to fight them.;['i', 'need', 'to', 'know', 'how', 'to', 'fight', 'them'];['i', 'need', 'to', 'know', 'how', 'to', 'fight', 'them'];['need', 'fight']
Harry;You could teach me.;['you', 'could', 'teach', 'me'];['you', 'could', 'teach', 'me'];['could', 'teach']
Harry;You made the one on the train go away.;['you', 'made', 'the', 'one', 'on', 'the', 'train', 'go', 'away'];['you', 'made', 'the', 'one', 'on', 'the', 'train', 'go', 'away'];['made', 'one', 'train', 'away']
Lupin;There was only one that night.;['there', 'was', 'only', 'one', 'that', 'night'];['there', 'wa', 'only', 'one', 'that', 'night'];['one', 'night']
Harry;But you made it go away.;['but', 'you', 'made', 'it', 'go', 'away'];['but', 'you', 'made', 'it', 'go', 'away'];['made', 'away']
Lupin;I don't pretend to be an expert, Harry.;['i', 'do', 'pretend', 'to', 'be', 'an', 'expert', 'harry'];['i', 'do', 'pretend', 'to', 'be', 'an', 'expert', 'harry'];['pretend', 'expert', 'harry']
Lupin;But as the dementors seem to have developed an interest in you perhaps I should teach you.;['but', 'as', 'the', 'dementors', 'seem', 'to', 'have', 'developed', 'an', 'interest', 'in', 'you', 'perhaps', 'i', 'should', 'teach', 'you'];['but', 'a', 'the', 'dementors', 'seem', 'to', 'have', 'developed', 'an', 'interest', 'in', 'you', 'perhaps', 'i', 'should', 'teach', 'you'];['dementors', 'seem', 'developed', 'interest', 'perhaps', 'teach']
Lupin;But after the holidays.;['but', 'after', 'the', 'holidays'];['but', 'after', 'the', 'holiday'];['holiday']
Lupin;For now, I need to rest.;['for', 'now', 'i', 'need', 'to', 'rest'];['for', 'now', 'i', 'need', 'to', 'rest'];['need', 'rest']
Man;Last call for Hogsmeade!;['last', 'call', 'for', 'hogsmeade'];['last', 'call', 'for', 'hogsmeade'];['last', 'call', 'hogsmeade']
Man;Come on, now!;['come', 'on', 'now'];['come', 'on', 'now'];[]
Harry;Guys, let me go.;['guys', 'let', 'me', 'go'];['guy', 'let', 'me', 'go'];['guy', 'let']
Fred;Clever, Harry.;['clever', 'harry'];['clever', 'harry'];['clever', 'harry']
George;But not clever enough.;['but', 'not', 'clever', 'enough'];['but', 'not', 'clever', 'enough'];['clever', 'enough']
Fred;We've got a better way.;['we', 'got', 'a', 'better', 'way'];['we', 'got', 'a', 'better', 'way'];['better', 'way']
Harry;I'm trying to get to Hogsmeade.;['i', 'trying', 'to', 'get', 'to', 'hogsmeade'];['i', 'trying', 'to', 'get', 'to', 'hogsmeade'];['trying', 'hogsmeade']
Fred & George;We know.;['we', 'know'];['we', 'know'];[]
Fred;We'll get you there.;['we', 'get', 'you', 'there'];['we', 'get', 'you', 'there'];[]
George;We'll show you a quicker way.;['we', 'show', 'you', 'a', 'quicker', 'way'];['we', 'show', 'you', 'a', 'quicker', 'way'];['show', 'quicker', 'way']
Fred;If you pipe down.;['if', 'you', 'pipe', 'down'];['if', 'you', 'pipe', 'down'];['pipe']
Fred;Bless him.;['bless', 'him'];['bless', 'him'];['bless']
Harry;Let me go! Come on, guys. Don't...;['let', 'me', 'go', 'come', 'on', 'guys', 'do'];['let', 'me', 'go', 'come', 'on', 'guy', 'do'];['let', 'guy']
Fred;Now, Harry.;['now', 'harry'];['now', 'harry'];['harry']
George;Come and join the big boys.;['come', 'and', 'join', 'the', 'big', 'boys'];['come', 'and', 'join', 'the', 'big', 'boy'];['join', 'big', 'boy']
Harry;What are you doing?!;['what', 'are', 'you', 'doing'];['what', 'are', 'you', 'doing'];[]
Harry;What's this rubbish?;['what', 'this', 'rubbish'];['what', 'this', 'rubbish'];['rubbish']
George;What's this rubbish? he says.;['what', 'this', 'rubbish', 'he', 'says'];['what', 'this', 'rubbish', 'he', 'say'];['rubbish', 'say']
Fred;It's the secret to our success.;['it', 'the', 'secret', 'to', 'our', 'success'];['it', 'the', 'secret', 'to', 'our', 'success'];['secret', 'success']
George;It's a wrench giving it to you...;['it', 'a', 'wrench', 'giving', 'it', 'to', 'you'];['it', 'a', 'wrench', 'giving', 'it', 'to', 'you'];['wrench', 'giving']
Fred;But we've decided your needs are greater than ours.;['but', 'we', 'decided', 'your', 'needs', 'are', 'greater', 'than', 'ours'];['but', 'we', 'decided', 'your', 'need', 'are', 'greater', 'than', 'ours'];['decided', 'need', 'greater']
Fred;George, if you will.;['george', 'if', 'you', 'will'];['george', 'if', 'you', 'will'];['george']
George;I solemnly swear that I am up to no good.;['i', 'solemnly', 'swear', 'that', 'i', 'am', 'up', 'to', 'no', 'good'];['i', 'solemnly', 'swear', 'that', 'i', 'am', 'up', 'to', 'no', 'good'];['solemnly', 'swear', 'good']
Harry;Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.;['moony', 'wormtail', 'padfoot', 'and', 'prongs', 'are', 'proud', 'to', 'present', 'the', 'marauder', 'map'];['moony', 'wormtail', 'padfoot', 'and', 'prong', 'are', 'proud', 'to', 'present', 'the', 'marauder', 'map'];['moony', 'wormtail', 'padfoot', 'prong', 'proud', 'present', 'marauder', 'map']
George;We owe them so much.;['we', 'owe', 'them', 'so', 'much'];['we', 'owe', 'them', 'so', 'much'];['owe', 'much']
Harry;Hang on. This is Hogwarts. And thatï¿½;['hang', 'on', 'this', 'is', 'hogwarts', 'and'];['hang', 'on', 'this', 'is', 'hogwarts', 'and'];['hang', 'hogwarts']
Harry;No. Is that really...?;['no', 'is', 'that', 'really'];['no', 'is', 'that', 'really'];['really']
Fred;Dumbledore.;['dumbledore'];['dumbledore'];['dumbledore']
George;In his study.;['in', 'his', 'study'];['in', 'his', 'study'];['study']
Fred;Pacing.;['pacing'];['pacing'];['pacing']
George;Does that a lot.;['does', 'that', 'a', 'lot'];['doe', 'that', 'a', 'lot'];['doe', 'lot']
Harry;So you mean this map shows...;['so', 'you', 'mean', 'this', 'map', 'shows'];['so', 'you', 'mean', 'this', 'map', 'show'];['mean', 'map', 'show']
Fred;Everyone.;['everyone'];['everyone'];['everyone']
Harry;Everyone?;['everyone'];['everyone'];['everyone']
George;Where they are.;['where', 'they', 'are'];['where', 'they', 'are'];[]
Fred;What they're doing.;['what', 'they', 'doing'];['what', 'they', 'doing'];[]
George;Every minute.;['every', 'minute'];['every', 'minute'];['every', 'minute']
Fred;Every day.;['every', 'day'];['every', 'day'];['every', 'day']
Harry;Brilliant! Where did you get it?;['brilliant', 'where', 'did', 'you', 'get', 'it'];['brilliant', 'where', 'did', 'you', 'get', 'it'];['brilliant']
Fred;From Filch's office.;['from', 'filch', 'office'];['from', 'filch', 'office'];['filch', 'office']
Fred;First year.;['first', 'year'];['first', 'year'];['first', 'year']
George;There are seven secret passageways out of the castle.;['there', 'are', 'seven', 'secret', 'passageways', 'out', 'of', 'the', 'castle'];['there', 'are', 'seven', 'secret', 'passageway', 'out', 'of', 'the', 'castle'];['seven', 'secret', 'passageway', 'castle']
George;We'd recommend this one.;['we', 'recommend', 'this', 'one'];['we', 'recommend', 'this', 'one'];['recommend', 'one']
Fred;The One-Eyed Witch passageway.;['the', 'witch', 'passageway'];['the', 'witch', 'passageway'];['witch', 'passageway']
George;Leads straight you to Honeyduke's.;['leads', 'straight', 'you', 'to', 'honeyduke'];['lead', 'straight', 'you', 'to', 'honeyduke'];['lead', 'straight', 'honeyduke']
Fred;Hurry. Filch is heading this way.;['hurry', 'filch', 'is', 'heading', 'this', 'way'];['hurry', 'filch', 'is', 'heading', 'this', 'way'];['hurry', 'filch', 'heading', 'way']
George;Oh Harry and don't forget. When you're done, just give it a tap and say:;['oh', 'harry', 'and', 'do', 'forget', 'when', 'you', 'done', 'just', 'give', 'it', 'a', 'tap', 'and', 'say'];['oh', 'harry', 'and', 'do', 'forget', 'when', 'you', 'done', 'just', 'give', 'it', 'a', 'tap', 'and', 'say'];['oh', 'harry', 'forget', 'done', 'give', 'tap', 'say']
Fred & George;Mischief managed.;['mischief', 'managed'];['mischief', 'managed'];['mischief', 'managed']
Fred & George;Otherwise, anyone can read it.;['otherwise', 'anyone', 'can', 'read', 'it'];['otherwise', 'anyone', 'can', 'read', 'it'];['otherwise', 'anyone', 'read']
Witch;Now, how much do you want?;['now', 'how', 'much', 'do', 'you', 'want'];['now', 'how', 'much', 'do', 'you', 'want'];['much', 'want']
Boy;Delicious.;['delicious'];['delicious'];['delicious']
Hermione;It's meant to be the most haunted building in Britain. Did I mention that?;['it', 'meant', 'to', 'be', 'the', 'most', 'haunted', 'building', 'in', 'britain', 'did', 'i', 'mention', 'that'];['it', 'meant', 'to', 'be', 'the', 'most', 'haunted', 'building', 'in', 'britain', 'did', 'i', 'mention', 'that'];['meant', 'haunted', 'building', 'britain', 'mention']
Ron;Twice.;['twice'];['twice'];['twice']
Hermione;Do you want to move a bit closer?;['do', 'you', 'want', 'to', 'move', 'a', 'bit', 'closer'];['do', 'you', 'want', 'to', 'move', 'a', 'bit', 'closer'];['want', 'move', 'bit', 'closer']
Hermione;To the Shrieking Shack?;['to', 'the', 'shrieking', 'shack'];['to', 'the', 'shrieking', 'shack'];['shrieking', 'shack']
Ron;Actually, I'm fine here.;['actually', 'i', 'fine', 'here'];['actually', 'i', 'fine', 'here'];['actually', 'fine']
Draco;Well, well. Look who's here.;['well', 'well', 'look', 'who', 'here'];['well', 'well', 'look', 'who', 'here'];['well', 'well', 'look']
Draco;You two shopping for your new dream home?;['you', 'two', 'shopping', 'for', 'your', 'new', 'dream', 'home'];['you', 'two', 'shopping', 'for', 'your', 'new', 'dream', 'home'];['two', 'shopping', 'new', 'dream', 'home']
Draco;Bit grand for you, isn't it, Weasle-Bee?;['bit', 'grand', 'for', 'you', 'is', 'it'];['bit', 'grand', 'for', 'you', 'is', 'it'];['bit', 'grand']
Draco;Don't your family sleep in one room?;['do', 'your', 'family', 'sleep', 'in', 'one', 'room'];['do', 'your', 'family', 'sleep', 'in', 'one', 'room'];['family', 'sleep', 'one', 'room']
Ron;Shut your mouth, Malfoy.;['shut', 'your', 'mouth', 'malfoy'];['shut', 'your', 'mouth', 'malfoy'];['shut', 'mouth', 'malfoy']
Draco;Not very friendly.;['not', 'very', 'friendly'];['not', 'very', 'friendly'];['friendly']
Draco;Boys, I think it's time we teach Weasle-Bee how to respect his superiors.;['boys', 'i', 'think', 'it', 'time', 'we', 'teach', 'how', 'to', 'respect', 'his', 'superiors'];['boy', 'i', 'think', 'it', 'time', 'we', 'teach', 'how', 'to', 'respect', 'his', 'superior'];['boy', 'think', 'time', 'teach', 'respect', 'superior']
Hermione;Hope you don't mean yourself.;['hope', 'you', 'do', 'mean', 'yourself'];['hope', 'you', 'do', 'mean', 'yourself'];['hope', 'mean']
Draco;How dare you talk to me!;['how', 'dare', 'you', 'talk', 'to', 'me'];['how', 'dare', 'you', 'talk', 'to', 'me'];['dare', 'talk']
Draco;You filthy little mudblood!;['you', 'filthy', 'little', 'mudblood'];['you', 'filthy', 'little', 'mudblood'];['filthy', 'little', 'mudblood']
Draco;Who is that?;['who', 'is', 'that'];['who', 'is', 'that'];[]
Draco;Don't stand there! Do something!;['do', 'stand', 'there', 'do', 'something'];['do', 'stand', 'there', 'do', 'something'];['stand', 'something']
Crabbe;What?;['what'];['what'];[]
Ron;What's up, Malfoy? Lost your skis?;['what', 'up', 'malfoy', 'lost', 'your', 'skis'];['what', 'up', 'malfoy', 'lost', 'your', 'ski'];['malfoy', 'lost', 'ski']
Draco;Get out of the way!;['get', 'out', 'of', 'the', 'way'];['get', 'out', 'of', 'the', 'way'];['way']
Draco;Move!;['move'];['move'];['move']
Crabbe;Malfoy! Wait! Wait!;['malfoy', 'wait', 'wait'];['malfoy', 'wait', 'wait'];['malfoy', 'wait', 'wait']
Hermione;Harry!;['harry'];['harry'];['harry']
Ron;Bloody hell, Harry.;['bloody', 'hell', 'harry'];['bloody', 'hell', 'harry'];['bloody', 'hell', 'harry']
Ron;That was not funny.;['that', 'was', 'not', 'funny'];['that', 'wa', 'not', 'funny'];['funny']
Ron;Those weasels! Never told me about any Marauder's Map.;['those', 'weasels', 'never', 'told', 'me', 'about', 'any', 'marauder', 'map'];['those', 'weasel', 'never', 'told', 'me', 'about', 'any', 'marauder', 'map'];['weasel', 'never', 'told', 'marauder', 'map']
Hermione;He won't keep it. He'll turn it over to Professor McGonagall. Aren't you?;['he', 'wo', 'keep', 'it', 'he', 'turn', 'it', 'over', 'to', 'professor', 'mcgonagall', 'are', 'you'];['he', 'wo', 'keep', 'it', 'he', 'turn', 'it', 'over', 'to', 'professor', 'mcgonagall', 'are', 'you'];['wo', 'keep', 'turn', 'professor', 'mcgonagall']
Ron;Sure. Along with his Invisibility Cloak.;['sure', 'along', 'with', 'his', 'invisibility', 'cloak'];['sure', 'along', 'with', 'his', 'invisibility', 'cloak'];['sure', 'along', 'invisibility', 'cloak']
Hermione;Look who it is. Madam Rosmerta.;['look', 'who', 'it', 'is', 'madam', 'rosmerta'];['look', 'who', 'it', 'is', 'madam', 'rosmerta'];['look', 'madam', 'rosmerta']
Hermione;Ron fancies her.;['ron', 'fancies', 'her'];['ron', 'fancy', 'her'];['ron', 'fancy']
Ron;That's not true!;['that', 'not', 'true'];['that', 'not', 'true'];['true']
Fudge;Professor McGonagall!;['professor', 'mcgonagall'];['professor', 'mcgonagall'];['professor', 'mcgonagall']
Mcgonagall;Cornelius!;['cornelius'];['cornelius'];['cornelius']
Hagrid;Allow me, minister.;['allow', 'me', 'minister'];['allow', 'me', 'minister'];['allow', 'minister']
Fudge;Oh, Hagrid...;['oh', 'hagrid'];['oh', 'hagrid'];['oh', 'hagrid']
Hagrid;Sorry about that.;['sorry', 'about', 'that'];['sorry', 'about', 'that'];['sorry']
Fudge;Rosmerta, my dear.;['rosmerta', 'my', 'dear'];['rosmerta', 'my', 'dear'];['rosmerta', 'dear']
Fudge;I hope business is good.;['i', 'hope', 'business', 'is', 'good'];['i', 'hope', 'business', 'is', 'good'];['hope', 'business', 'good']
Madam Rosmerta;It'd be a lot better if the Ministry wasn't sending dementors into my pub every other night!;['it', 'be', 'a', 'lot', 'better', 'if', 'the', 'ministry', 'was', 'sending', 'dementors', 'into', 'my', 'pub', 'every', 'other', 'night'];['it', 'be', 'a', 'lot', 'better', 'if', 'the', 'ministry', 'wa', 'sending', 'dementors', 'into', 'my', 'pub', 'every', 'other', 'night'];['lot', 'better', 'ministry', 'sending', 'dementors', 'pub', 'every', 'night']
Fudge;We have...We have a killer on the loose.;['we', 'have', 'we', 'have', 'a', 'killer', 'on', 'the', 'loose'];['we', 'have', 'we', 'have', 'a', 'killer', 'on', 'the', 'loose'];['killer', 'loose']
Madam Rosmerta;Sirius Black in Hogsmeade!;['sirius', 'black', 'in', 'hogsmeade'];['sirius', 'black', 'in', 'hogsmeade'];['sirius', 'black', 'hogsmeade']
Madam Rosmerta;And what would bring him here?;['and', 'what', 'would', 'bring', 'him', 'here'];['and', 'what', 'would', 'bring', 'him', 'here'];['would', 'bring']
Fudge;Harry Potter.;['harry', 'potter'];['harry', 'potter'];['harry', 'potter']
Madam Rosmerta;Harry Potter?;['harry', 'potter'];['harry', 'potter'];['harry', 'potter']
Fudge;Shh! Come.;['shh', 'come'];['shh', 'come'];['shh']
Hermione;Harry!;['harry'];['harry'];['harry']
Shrunken Head 1;No underage wizards allowed in today!;['no', 'underage', 'wizards', 'allowed', 'in', 'today'];['no', 'underage', 'wizard', 'allowed', 'in', 'today'];['underage', 'wizard', 'allowed', 'today']
Shrunken Head 2;Shut the damn door!;['shut', 'the', 'damn', 'door'];['shut', 'the', 'damn', 'door'];['shut', 'damn', 'door']
Hermione;So rude.;['so', 'rude'];['so', 'rude'];['rude']
Ron;Thick heads.;['thick', 'heads'];['thick', 'head'];['thick', 'head']
Shrunken Head 1;Thick heads?!;['thick', 'heads'];['thick', 'head'];['thick', 'head']
Shrunken Head 2;How dare they!;['how', 'dare', 'they'];['how', 'dare', 'they'];['dare']
Shrunken Head 2;Who are they calling thick heads?;['who', 'are', 'they', 'calling', 'thick', 'heads'];['who', 'are', 'they', 'calling', 'thick', 'head'];['calling', 'thick', 'head']
Shrunken Head 1;Young whippersnappers!;['young', 'whippersnappers'];['young', 'whippersnapper'];['young', 'whippersnapper']
Madam Rosmerta;Nobody will come to a pub where they'll get scared out of their wits.;['nobody', 'will', 'come', 'to', 'a', 'pub', 'where', 'they', 'get', 'scared', 'out', 'of', 'their', 'wits'];['nobody', 'will', 'come', 'to', 'a', 'pub', 'where', 'they', 'get', 'scared', 'out', 'of', 'their', 'wit'];['nobody', 'pub', 'scared', 'wit']
Mcgonagall;Professor Dumbledore doesn't want dementors around the place.;['professor', 'dumbledore', 'does', 'want', 'dementors', 'around', 'the', 'place'];['professor', 'dumbledore', 'doe', 'want', 'dementors', 'around', 'the', 'place'];['professor', 'dumbledore', 'doe', 'want', 'dementors', 'around', 'place']
Madam Rosmerta;Tell me what this is all about.;['tell', 'me', 'what', 'this', 'is', 'all', 'about'];['tell', 'me', 'what', 'this', 'is', 'all', 'about'];['tell']
Mcgonagall;Years ago, when Harry Potter's parents realized they were marked for death...;['years', 'ago', 'when', 'harry', 'potter', 'parents', 'realized', 'they', 'were', 'marked', 'for', 'death'];['year', 'ago', 'when', 'harry', 'potter', 'parent', 'realized', 'they', 'were', 'marked', 'for', 'death'];['year', 'ago', 'harry', 'potter', 'parent', 'realized', 'marked', 'death']
Mcgonagall;Remember? They hid.;['remember', 'they', 'hid'];['remember', 'they', 'hid'];['remember', 'hid']
Mcgonagall;Few knew where they were.;['few', 'knew', 'where', 'they', 'were'];['few', 'knew', 'where', 'they', 'were'];['knew']
Mcgonagall;One who did was Sirius Black.;['one', 'who', 'did', 'was', 'sirius', 'black'];['one', 'who', 'did', 'wa', 'sirius', 'black'];['one', 'sirius', 'black']
Mcgonagall;And he told You-Know-Who.;['and', 'he', 'told'];['and', 'he', 'told'];['told']
Fudge;Not only did Black lead him to the Potters that night he also killed one of their friends Peter Pettigrew!;['not', 'only', 'did', 'black', 'lead', 'him', 'to', 'the', 'potters', 'that', 'night', 'he', 'also', 'killed', 'one', 'of', 'their', 'friends', 'peter', 'pettigrew'];['not', 'only', 'did', 'black', 'lead', 'him', 'to', 'the', 'potter', 'that', 'night', 'he', 'also', 'killed', 'one', 'of', 'their', 'friend', 'peter', 'pettigrew'];['black', 'lead', 'potter', 'night', 'also', 'killed', 'one', 'friend', 'peter', 'pettigrew']
Madam Rosmerta;Peter Pettigrew?;['peter', 'pettigrew'];['peter', 'pettigrew'];['peter', 'pettigrew']
Mcgonagall;Little lump of a boy.;['little', 'lump', 'of', 'a', 'boy'];['little', 'lump', 'of', 'a', 'boy'];['little', 'lump', 'boy']
Mcgonagall;Always trailing after Black.;['always', 'trailing', 'after', 'black'];['always', 'trailing', 'after', 'black'];['always', 'trailing', 'black']
Madam Rosmerta;I remember.;['i', 'remember'];['i', 'remember'];['remember']
Madam Rosmerta;Never let James and Sirius out of his sight.;['never', 'let', 'james', 'and', 'sirius', 'out', 'of', 'his', 'sight'];['never', 'let', 'james', 'and', 'sirius', 'out', 'of', 'his', 'sight'];['never', 'let', 'james', 'sirius', 'sight']
Madam Rosmerta;What happened?;['what', 'happened'];['what', 'happened'];['happened']
Mcgonagall;Peter tried to warn the Potters and might have, had he not run into an old friend, Sirius Black.;['peter', 'tried', 'to', 'warn', 'the', 'potters', 'and', 'might', 'have', 'had', 'he', 'not', 'run', 'into', 'an', 'old', 'friend', 'sirius', 'black'];['peter', 'tried', 'to', 'warn', 'the', 'potter', 'and', 'might', 'have', 'had', 'he', 'not', 'run', 'into', 'an', 'old', 'friend', 'sirius', 'black'];['peter', 'tried', 'warn', 'potter', 'might', 'run', 'old', 'friend', 'sirius', 'black']
Fudge;Black was vicious.;['black', 'was', 'vicious'];['black', 'wa', 'vicious'];['black', 'vicious']
Fudge;He didn't kill Pettigrew. He destroyed him!;['he', 'did', 'kill', 'pettigrew', 'he', 'destroyed', 'him'];['he', 'did', 'kill', 'pettigrew', 'he', 'destroyed', 'him'];['kill', 'pettigrew', 'destroyed']
Fudge;A finger. That's all that was left.;['a', 'finger', 'that', 'all', 'that', 'was', 'left'];['a', 'finger', 'that', 'all', 'that', 'wa', 'left'];['finger', 'left']
Fudge;A finger. Nothing else.;['a', 'finger', 'nothing', 'else'];['a', 'finger', 'nothing', 'else'];['finger', 'nothing', 'else']
Mcgonagall;Yes, Sirius Black may not have put his hands to the Potters but he's the reason they're dead.;['yes', 'sirius', 'black', 'may', 'not', 'have', 'put', 'his', 'hands', 'to', 'the', 'potters', 'but', 'he', 'the', 'reason', 'they', 'dead'];['yes', 'sirius', 'black', 'may', 'not', 'have', 'put', 'his', 'hand', 'to', 'the', 'potter', 'but', 'he', 'the', 'reason', 'they', 'dead'];['sirius', 'black', 'may', 'put', 'hand', 'potter', 'reason', 'dead']
Fudge;And now he wants to finish what he started.;['and', 'now', 'he', 'wants', 'to', 'finish', 'what', 'he', 'started'];['and', 'now', 'he', 'want', 'to', 'finish', 'what', 'he', 'started'];['want', 'finish', 'started']
Madam Rosmerta;I don't believe it.;['i', 'do', 'believe', 'it'];['i', 'do', 'believe', 'it'];['believe']
Fudge;That's not the worst of it.;['that', 'not', 'the', 'worst', 'of', 'it'];['that', 'not', 'the', 'worst', 'of', 'it'];['worst']
Madam Rosmerta;What could be worse?;['what', 'could', 'be', 'worse'];['what', 'could', 'be', 'worse'];['could', 'worse']
Mcgonagall;This: Sirius Black was and remains to this day Harry Potter's godfather!;['this', 'sirius', 'black', 'was', 'and', 'remains', 'to', 'this', 'day', 'harry', 'potter', 'godfather'];['this', 'sirius', 'black', 'wa', 'and', 'remains', 'to', 'this', 'day', 'harry', 'potter', 'godfather'];['sirius', 'black', 'remains', 'day', 'harry', 'potter', 'godfather']
Hermione;Ron, look!;['ron', 'look'];['ron', 'look'];['ron', 'look']
Hermione;Sorry. Sorry. Excuse me, excuse me.;['sorry', 'sorry', 'excuse', 'me', 'excuse', 'me'];['sorry', 'sorry', 'excuse', 'me', 'excuse', 'me'];['sorry', 'sorry', 'excuse', 'excuse']
Ron;Merry Christmas.;['merry', 'christmas'];['merry', 'christmas'];['merry', 'christmas']
Hermione;Harry, what happened?;['harry', 'what', 'happened'];['harry', 'what', 'happened'];['harry', 'happened']
Harry;He was their friend and he betrayed them.;['he', 'was', 'their', 'friend', 'and', 'he', 'betrayed', 'them'];['he', 'wa', 'their', 'friend', 'and', 'he', 'betrayed', 'them'];['friend', 'betrayed']
Harry;He was their friend!;['he', 'was', 'their', 'friend'];['he', 'wa', 'their', 'friend'];['friend']
Harry;I hope he finds me.;['i', 'hope', 'he', 'finds', 'me'];['i', 'hope', 'he', 'find', 'me'];['hope', 'find']
Harry;Because when he does, I'm gonna be ready!;['because', 'when', 'he', 'does', 'i', 'gon', 'na', 'be', 'ready'];['because', 'when', 'he', 'doe', 'i', 'gon', 'na', 'be', 'ready'];['doe', 'gon', 'na', 'ready']
Harry;When he does, I'm gonna kill him!;['when', 'he', 'does', 'i', 'gon', 'na', 'kill', 'him'];['when', 'he', 'doe', 'i', 'gon', 'na', 'kill', 'him'];['doe', 'gon', 'na', 'kill']
Lupin;Harry. There you are. You came.;['harry', 'there', 'you', 'are', 'you', 'came'];['harry', 'there', 'you', 'are', 'you', 'came'];['harry', 'came']
Lupin;Are you sure about this, Harry?;['are', 'you', 'sure', 'about', 'this', 'harry'];['are', 'you', 'sure', 'about', 'this', 'harry'];['sure', 'harry']
Lupin;This is very advanced magic well beyond the Ordinary Wizarding Level.;['this', 'is', 'very', 'advanced', 'magic', 'well', 'beyond', 'the', 'ordinary', 'wizarding', 'level'];['this', 'is', 'very', 'advanced', 'magic', 'well', 'beyond', 'the', 'ordinary', 'wizarding', 'level'];['advanced', 'magic', 'well', 'beyond', 'ordinary', 'wizarding', 'level']
Harry;I'm sure.;['i', 'sure'];['i', 'sure'];['sure']
Lupin;Well, everything's prepared.;['well', 'everything', 'prepared'];['well', 'everything', 'prepared'];['well', 'everything', 'prepared']
Lupin;The spell I'm going to try yo teach you is called the Patronus Charm.;['the', 'spell', 'i', 'going', 'to', 'try', 'yo', 'teach', 'you', 'is', 'called', 'the', 'patronus', 'charm'];['the', 'spell', 'i', 'going', 'to', 'try', 'yo', 'teach', 'you', 'is', 'called', 'the', 'patronus', 'charm'];['spell', 'going', 'try', 'yo', 'teach', 'called', 'patronus', 'charm']
Lupin;Did you ever hear of it?;['did', 'you', 'ever', 'hear', 'of', 'it'];['did', 'you', 'ever', 'hear', 'of', 'it'];['ever', 'hear']
Lupin;No? Well...A Patronus is a positive force.;['no', 'well', 'a', 'patronus', 'is', 'a', 'positive', 'force'];['no', 'well', 'a', 'patronus', 'is', 'a', 'positive', 'force'];['well', 'patronus', 'positive', 'force']
Lupin;For the wizard who conjures one it works like a shield, with the dementor feeding on it rather than him.;['for', 'the', 'wizard', 'who', 'conjures', 'one', 'it', 'works', 'like', 'a', 'shield', 'with', 'the', 'dementor', 'feeding', 'on', 'it', 'rather', 'than', 'him'];['for', 'the', 'wizard', 'who', 'conjures', 'one', 'it', 'work', 'like', 'a', 'shield', 'with', 'the', 'dementor', 'feeding', 'on', 'it', 'rather', 'than', 'him'];['wizard', 'conjures', 'one', 'work', 'like', 'shield', 'dementor', 'feeding', 'rather']
Lupin;But in order for it to work, you need to think of a memory.;['but', 'in', 'order', 'for', 'it', 'to', 'work', 'you', 'need', 'to', 'think', 'of', 'a', 'memory'];['but', 'in', 'order', 'for', 'it', 'to', 'work', 'you', 'need', 'to', 'think', 'of', 'a', 'memory'];['order', 'work', 'need', 'think', 'memory']
Lupin;Not just any memory, a very happy memory, a very powerful memory.;['not', 'just', 'any', 'memory', 'a', 'very', 'happy', 'memory', 'a', 'very', 'powerful', 'memory'];['not', 'just', 'any', 'memory', 'a', 'very', 'happy', 'memory', 'a', 'very', 'powerful', 'memory'];['memory', 'happy', 'memory', 'powerful', 'memory']
Lupin;Can you do this?;['can', 'you', 'do', 'this'];['can', 'you', 'do', 'this'];[]
Harry;Yes.;['yes'];['yes'];[]
Lupin;Very well. Close your eyes.;['very', 'well', 'close', 'your', 'eyes'];['very', 'well', 'close', 'your', 'eye'];['well', 'close', 'eye']
Lupin;Concentrate.;['concentrate'];['concentrate'];['concentrate']
Lupin;Explore your past.;['explore', 'your', 'past'];['explore', 'your', 'past'];['explore', 'past']
Lupin;Do you have a memory?;['do', 'you', 'have', 'a', 'memory'];['do', 'you', 'have', 'a', 'memory'];['memory']
Lupin;Allow it to fill you up.;['allow', 'it', 'to', 'fill', 'you', 'up'];['allow', 'it', 'to', 'fill', 'you', 'up'];['allow', 'fill']
Lupin;Lose yourself within it.;['lose', 'yourself', 'within', 'it'];['lose', 'yourself', 'within', 'it'];['lose', 'within']
Lupin;Then speak the incantation, Expecto Patronum.;['then', 'speak', 'the', 'incantation', 'expecto', 'patronum'];['then', 'speak', 'the', 'incantation', 'expecto', 'patronum'];['speak', 'incantation', 'expecto', 'patronum']
