Character;Sentence;Sentence_tokenized;Sentence_lemmatized;Sentence_cleared
Hermione;That's right. ;['that', 'right'];['that', 'right'];['right']
Hermione;Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled!;['now', 'if', 'you', 'two', 'do', 'mind', 'i', 'going', 'to', 'bed', 'before', 'either', 'of', 'you', 'come', 'up', 'with', 'another', 'clever', 'idea', 'to', 'get', 'us', 'killed', 'or', 'worse', 'expelled'];['now', 'if', 'you', 'two', 'do', 'mind', 'i', 'going', 'to', 'bed', 'before', 'either', 'of', 'you', 'come', 'up', 'with', 'another', 'clever', 'idea', 'to', 'get', 'u', 'killed', 'or', 'worse', 'expelled'];['two', 'mind', 'going', 'bed', 'either', 'another', 'clever', 'idea', 'u', 'killed', 'worse', 'expelled']
Ron;She needs to sort out her priorities!;['she', 'needs', 'to', 'sort', 'out', 'her', 'priorities'];['she', 'need', 'to', 'sort', 'out', 'her', 'priority'];['need', 'sort', 'priority']
Oliver;Quidditch is easy enough to understand. ;['quidditch', 'is', 'easy', 'enough', 'to', 'understand'];['quidditch', 'is', 'easy', 'enough', 'to', 'understand'];['quidditch', 'easy', 'enough', 'understand']
Oliver;Each time has seven players, 3 chasers, 2 beaters, 1 keeper and a seeker that's you. ;['each', 'time', 'has', 'seven', 'players', 'chasers', 'beaters', 'keeper', 'and', 'a', 'seeker', 'that', 'you'];['each', 'time', 'ha', 'seven', 'player', 'chaser', 'beater', 'keeper', 'and', 'a', 'seeker', 'that', 'you'];['time', 'seven', 'player', 'chaser', 'beater', 'keeper', 'seeker']
Oliver;There are three kinds of balls. ;['there', 'are', 'three', 'kinds', 'of', 'balls'];['there', 'are', 'three', 'kind', 'of', 'ball'];['three', 'kind', 'ball']
Oliver;This one's called the Quaffle.;['this', 'one', 'called', 'the', 'quaffle'];['this', 'one', 'called', 'the', 'quaffle'];['one', 'called', 'quaffle']
Oliver;Now, the chasers handle the Quaffle and try to put it through one of those three hoops. ;['now', 'the', 'chasers', 'handle', 'the', 'quaffle', 'and', 'try', 'to', 'put', 'it', 'through', 'one', 'of', 'those', 'three', 'hoops'];['now', 'the', 'chaser', 'handle', 'the', 'quaffle', 'and', 'try', 'to', 'put', 'it', 'through', 'one', 'of', 'those', 'three', 'hoop'];['chaser', 'handle', 'quaffle', 'try', 'put', 'one', 'three', 'hoop']
Oliver;The keeper, that's me, defends the hoops. ;['the', 'keeper', 'that', 'me', 'defends', 'the', 'hoops'];['the', 'keeper', 'that', 'me', 'defends', 'the', 'hoop'];['keeper', 'defends', 'hoop']
Oliver;With me so far?;['with', 'me', 'so', 'far'];['with', 'me', 'so', 'far'];['far']
Harry;I think so. ;['i', 'think', 'so'];['i', 'think', 'so'];['think']
Harry;What are those?;['what', 'are', 'those'];['what', 'are', 'those'];[]
Oliver;You better take this. ;['you', 'better', 'take', 'this'];['you', 'better', 'take', 'this'];['better', 'take']
Oliver;Careful now, it's comin' back. ;['careful', 'now', 'it', 'comin', 'back'];['careful', 'now', 'it', 'comin', 'back'];['careful', 'comin', 'back']
Oliver;Eh, not bad, Potter, you'd make a fair beater...Uh-oh. ;['eh', 'not', 'bad', 'potter', 'you', 'make', 'a', 'fair', 'beater'];['eh', 'not', 'bad', 'potter', 'you', 'make', 'a', 'fair', 'beater'];['eh', 'bad', 'potter', 'make', 'fair', 'beater']
Harry;What was that?;['what', 'was', 'that'];['what', 'wa', 'that'];[]
Oliver;Bludger. Nasty little buggers. ;['bludger', 'nasty', 'little', 'buggers'];['bludger', 'nasty', 'little', 'bugger'];['bludger', 'nasty', 'little', 'bugger']
Oliver;But you are a Seeker.;['but', 'you', 'are', 'a', 'seeker'];['but', 'you', 'are', 'a', 'seeker'];['seeker']
Oliver;The only ball I want you to worry about is this...the Golden Snitch. ;['the', 'only', 'ball', 'i', 'want', 'you', 'to', 'worry', 'about', 'is', 'this', 'the', 'golden', 'snitch'];['the', 'only', 'ball', 'i', 'want', 'you', 'to', 'worry', 'about', 'is', 'this', 'the', 'golden', 'snitch'];['ball', 'want', 'worry', 'golden', 'snitch']
Harry;I like this ball.;['i', 'like', 'this', 'ball'];['i', 'like', 'this', 'ball'];['like', 'ball']
Oliver;Ah, you like it now. ;['ah', 'you', 'like', 'it', 'now'];['ah', 'you', 'like', 'it', 'now'];['ah', 'like']
Oliver;Just wait. ;['just', 'wait'];['just', 'wait'];['wait']
Oliver;It's wicked fast and damn near impossible to see.;['it', 'wicked', 'fast', 'and', 'damn', 'near', 'impossible', 'to', 'see'];['it', 'wicked', 'fast', 'and', 'damn', 'near', 'impossible', 'to', 'see'];['wicked', 'fast', 'damn', 'near', 'impossible']
Harry;What do I do with it?;['what', 'do', 'i', 'do', 'with', 'it'];['what', 'do', 'i', 'do', 'with', 'it'];[]
Oliver;You catch it...before the other team's seeker. ;['you', 'catch', 'it', 'before', 'the', 'other', 'team', 'seeker'];['you', 'catch', 'it', 'before', 'the', 'other', 'team', 'seeker'];['catch', 'team', 'seeker']
Oliver;You catch this, the game is over. ;['you', 'catch', 'this', 'the', 'game', 'is', 'over'];['you', 'catch', 'this', 'the', 'game', 'is', 'over'];['catch', 'game']
Oliver;You catch this, Potter, and we win.;['you', 'catch', 'this', 'potter', 'and', 'we', 'win'];['you', 'catch', 'this', 'potter', 'and', 'we', 'win'];['catch', 'potter', 'win']
Harry;Whoa.;['whoa'];['whoa'];['whoa']
Flitwick;One of a wizard's most rudimentary skills is levitation the ability to make objects fly. ;['one', 'of', 'a', 'wizard', 'most', 'rudimentary', 'skills', 'is', 'levitation', 'the', 'ability', 'to', 'make', 'objects', 'fly'];['one', 'of', 'a', 'wizard', 'most', 'rudimentary', 'skill', 'is', 'levitation', 'the', 'ability', 'to', 'make', 'object', 'fly'];['one', 'wizard', 'rudimentary', 'skill', 'levitation', 'ability', 'make', 'object', 'fly']
Flitwick;Uh, do you all have your feathers? Good. ;['uh', 'do', 'you', 'all', 'have', 'your', 'feathers', 'good'];['uh', 'do', 'you', 'all', 'have', 'your', 'feather', 'good'];['uh', 'feather', 'good']
Flitwick;Now, uh, don't forget the nice wrist movement we've been practicing, hmm? ;['now', 'uh', 'do', 'forget', 'the', 'nice', 'wrist', 'movement', 'we', 'been', 'practicing', 'hmm'];['now', 'uh', 'do', 'forget', 'the', 'nice', 'wrist', 'movement', 'we', 'been', 'practicing', 'hmm'];['uh', 'forget', 'nice', 'wrist', 'movement', 'practicing', 'hmm']
Flitwick;The swish and flick. Everyone. ;['the', 'swish', 'and', 'flick', 'everyone'];['the', 'swish', 'and', 'flick', 'everyone'];['swish', 'flick', 'everyone']
Class;The swish and flick. ;['the', 'swish', 'and', 'flick'];['the', 'swish', 'and', 'flick'];['swish', 'flick']
Flitwick;Good. ;['good'];['good'];['good']
Flitwick;And enunciate. ;['and', 'enunciate'];['and', 'enunciate'];['enunciate']
Flitwick;Wingardium Leviosa. ;['wingardium', 'leviosa'];['wingardium', 'leviosa'];['wingardium', 'leviosa']
Flitwick;Off you go then.;['off', 'you', 'go', 'then'];['off', 'you', 'go', 'then'];[]
Draco;Wingardium Levio-saaa.;['wingardium'];['wingardium'];['wingardium']
Ron;Wingardrium Leviosar. ;['wingardrium', 'leviosar'];['wingardrium', 'leviosar'];['wingardrium', 'leviosar']
Hermione;Stop, stop, stop.;['stop', 'stop', 'stop'];['stop', 'stop', 'stop'];['stop', 'stop', 'stop']
Hermione;You're going to take someone's eye out. ;['you', 'going', 'to', 'take', 'someone', 'eye', 'out'];['you', 'going', 'to', 'take', 'someone', 'eye', 'out'];['going', 'take', 'someone', 'eye']
Hermione;Besides, youre saying it wrong. ;['besides', 'youre', 'saying', 'it', 'wrong'];['besides', 'youre', 'saying', 'it', 'wrong'];['besides', 'youre', 'saying', 'wrong']
Hermione;It's Leviosa, not Leviosar.;['it', 'leviosa', 'not', 'leviosar'];['it', 'leviosa', 'not', 'leviosar'];['leviosa', 'leviosar']
Ron;You do it then if you're so clever. ;['you', 'do', 'it', 'then', 'if', 'you', 'so', 'clever'];['you', 'do', 'it', 'then', 'if', 'you', 'so', 'clever'];['clever']
Ron;Go on, go on.;['go', 'on', 'go', 'on'];['go', 'on', 'go', 'on'];[]
Hermione;Wingardium Leviosa.;['wingardium', 'leviosa'];['wingardium', 'leviosa'];['wingardium', 'leviosa']
Flitwick;Oh, well done! ;['oh', 'well', 'done'];['oh', 'well', 'done'];['oh', 'well', 'done']
Flitwick;See here, everyone! ;['see', 'here', 'everyone'];['see', 'here', 'everyone'];['everyone']
Flitwick;Ms. Granger's done it! ;['granger', 'done', 'it'];['granger', 'done', 'it'];['granger', 'done']
Flitwick;Oh, splendid!;['oh', 'splendid'];['oh', 'splendid'];['oh', 'splendid']
Seamus;Wingard Levosa. Wingardly Lev... ;['wingard', 'levosa', 'wingardly', 'lev'];['wingard', 'levosa', 'wingardly', 'lev'];['wingard', 'levosa', 'wingardly', 'lev']
Flitwick;Whooaaa! Ooh.;['whooaaa', 'ooh'];['whooaaa', 'ooh'];['whooaaa', 'ooh']
Harry;I think we're going to need another feather over here, Professor.;['i', 'think', 'we', 'going', 'to', 'need', 'another', 'feather', 'over', 'here', 'professor'];['i', 'think', 'we', 'going', 'to', 'need', 'another', 'feather', 'over', 'here', 'professor'];['think', 'going', 'need', 'another', 'feather', 'professor']
Ron;It's Leviosa, not Leviosar. ;['it', 'leviosa', 'not', 'leviosar'];['it', 'leviosa', 'not', 'leviosar'];['leviosa', 'leviosar']
Ron;Honestly, she's a nightmare. ;['honestly', 'she', 'a', 'nightmare'];['honestly', 'she', 'a', 'nightmare'];['honestly', 'nightmare']
Ron;No wonder she hasn't got any friends!;['no', 'wonder', 'she', 'has', 'got', 'any', 'friends'];['no', 'wonder', 'she', 'ha', 'got', 'any', 'friend'];['wonder', 'friend']
Harry;I think she heard you.;['i', 'think', 'she', 'heard', 'you'];['i', 'think', 'she', 'heard', 'you'];['think', 'heard']
Harry;Where's Hermione?;['where', 'hermione'];['where', 'hermione'];['hermione']
Neville;Parvati Patil said that she wouldn't come out of the girl's bathroom. ;['parvati', 'patil', 'said', 'that', 'she', 'would', 'come', 'out', 'of', 'the', 'girl', 'bathroom'];['parvati', 'patil', 'said', 'that', 'she', 'would', 'come', 'out', 'of', 'the', 'girl', 'bathroom'];['parvati', 'patil', 'said', 'would', 'girl', 'bathroom']
Neville;She said that she'd been in there all afternoon...crying.;['she', 'said', 'that', 'she', 'been', 'in', 'there', 'all', 'afternoon', 'crying'];['she', 'said', 'that', 'she', 'been', 'in', 'there', 'all', 'afternoon', 'cry'];['said', 'afternoon', 'cry']
Quirrell;TROLL! IN THE DUNGEON! ;['troll', 'in', 'the', 'dungeon'];['troll', 'in', 'the', 'dungeon'];['troll', 'dungeon']
Quirrell;T-TROOLLL IN THE DUNGEON!! ;['in', 'the', 'dungeon'];['in', 'the', 'dungeon'];['dungeon']
Quirrell;Thought you ought to know. ;['thought', 'you', 'ought', 'to', 'know'];['thought', 'you', 'ought', 'to', 'know'];['thought', 'ought']
Dumbledore;SILLLLLEEENNNNCEEEEE!;['sillllleeennnnceeeee'];['sillllleeennnnceeeee'];['sillllleeennnnceeeee']
Dumbledore; Everyone will please, not panic. ;['everyone', 'will', 'please', 'not', 'panic'];['everyone', 'will', 'please', 'not', 'panic'];['everyone', 'please', 'panic']
Dumbledore;Now, Prefects will lead their houses back to the dormitories. ;['now', 'prefects', 'will', 'lead', 'their', 'houses', 'back', 'to', 'the', 'dormitories'];['now', 'prefect', 'will', 'lead', 'their', 'house', 'back', 'to', 'the', 'dormitory'];['prefect', 'lead', 'house', 'back', 'dormitory']
Dumbledore;Teachers will follow me to the dungeons.;['teachers', 'will', 'follow', 'me', 'to', 'the', 'dungeons'];['teacher', 'will', 'follow', 'me', 'to', 'the', 'dungeon'];['teacher', 'follow', 'dungeon']
Girl;Hufflepuff, this way!;['hufflepuff', 'this', 'way'];['hufflepuff', 'this', 'way'];['hufflepuff', 'way']
Boy;Stay together!;['stay', 'together'];['stay', 'together'];['stay', 'together']
Percy;Gryffindors...keep up please. ;['gryffindors', 'keep', 'up', 'please'];['gryffindors', 'keep', 'up', 'please'];['gryffindors', 'keep', 'please']
Percy;And stay alert!;['and', 'stay', 'alert'];['and', 'stay', 'alert'];['stay', 'alert']
Harry;How could a troll get in?;['how', 'could', 'a', 'troll', 'get', 'in'];['how', 'could', 'a', 'troll', 'get', 'in'];['could', 'troll']
Ron;Not by itself. ;['not', 'by', 'itself'];['not', 'by', 'itself'];[]
Ron;Trolls are really stupid. ;['trolls', 'are', 'really', 'stupid'];['troll', 'are', 'really', 'stupid'];['troll', 'really', 'stupid']
Ron;Probably people playing jokes.;['probably', 'people', 'playing', 'jokes'];['probably', 'people', 'playing', 'joke'];['probably', 'people', 'playing', 'joke']
Ron;What?;['what'];['what'];[]
Harry;Hermione! ;['hermione'];['hermione'];['hermione']
Harry;She doesn't know!;['she', 'does', 'know'];['she', 'doe', 'know'];['doe']
Ron;I think the troll's left the dungeon.;['i', 'think', 'the', 'troll', 'left', 'the', 'dungeon'];['i', 'think', 'the', 'troll', 'left', 'the', 'dungeon'];['think', 'troll', 'left', 'dungeon']
Harry;It's going into the Girl's Bathroom!;['it', 'going', 'into', 'the', 'girl', 'bathroom'];['it', 'going', 'into', 'the', 'girl', 'bathroom'];['going', 'girl', 'bathroom']
Harry;Hermione, move!;['hermione', 'move'];['hermione', 'move'];['hermione', 'move']
Hermione;Help! Help!;['help', 'help'];['help', 'help'];['help', 'help']
Ron;Hey, pea brain! ;['hey', 'pea', 'brain'];['hey', 'pea', 'brain'];['hey', 'pea', 'brain']
Hermione;Ahhh! Help!;['ahhh', 'help'];['ahhh', 'help'];['ahhh', 'help']
Harry;Whooa! Whoa, whoa! ;['whooa', 'whoa', 'whoa'];['whooa', 'whoa', 'whoa'];['whooa', 'whoa', 'whoa']
Harry;Do something!;['do', 'something'];['do', 'something'];['something']
Ron;What?;['what'];['what'];[]
Harry;Anything! ;['anything'];['anything'];['anything']
Harry;Hurry up!;['hurry', 'up'];['hurry', 'up'];['hurry']
Hermione;Swish and flick!;['swish', 'and', 'flick'];['swish', 'and', 'flick'];['swish', 'flick']
Ron;Wingardium Leviosa! ;['wingardium', 'leviosa'];['wingardium', 'leviosa'];['wingardium', 'leviosa']
Ron;Cool!;['cool'];['cool'];['cool']
Hermione;Is it...dead?;['is', 'it', 'dead'];['is', 'it', 'dead'];['dead']
Harry;I don't think so. ;['i', 'do', 'think', 'so'];['i', 'do', 'think', 'so'];['think']
Harry;Just knocked out. ;['just', 'knocked', 'out'];['just', 'knocked', 'out'];['knocked']
Harry; Ew. Troll bogies.;['ew', 'troll', 'bogies'];['ew', 'troll', 'bogy'];['ew', 'troll', 'bogy']
Mcgonagall;Oh! Oh, my goodness! ;['oh', 'oh', 'my', 'goodness'];['oh', 'oh', 'my', 'goodness'];['oh', 'oh', 'goodness']
Mcgonagall;E-Explain yourselves, both of you!;['yourselves', 'both', 'of', 'you'];['yourselves', 'both', 'of', 'you'];[]
Ron And Harry;Well, what it is...;['well', 'what', 'it', 'is'];['well', 'what', 'it', 'is'];['well']
Hermione;It's my fault, Professor McGonagall. ;['it', 'my', 'fault', 'professor', 'mcgonagall'];['it', 'my', 'fault', 'professor', 'mcgonagall'];['fault', 'professor', 'mcgonagall']
Mcgonagall; Ms. Granger?;['granger'];['granger'];['granger']
Hermione;I went looking for the troll. ;['i', 'went', 'looking', 'for', 'the', 'troll'];['i', 'went', 'looking', 'for', 'the', 'troll'];['went', 'looking', 'troll']
Hermione;I'd read about them and thought I could handle it. ;['i', 'read', 'about', 'them', 'and', 'thought', 'i', 'could', 'handle', 'it'];['i', 'read', 'about', 'them', 'and', 'thought', 'i', 'could', 'handle', 'it'];['read', 'thought', 'could', 'handle']
Hermione;But I was wrong. ;['but', 'i', 'was', 'wrong'];['but', 'i', 'wa', 'wrong'];['wrong']
Hermione;If Harry and Ron hadn't come and found me...;['if', 'harry', 'and', 'ron', 'had', 'come', 'and', 'found', 'me'];['if', 'harry', 'and', 'ron', 'had', 'come', 'and', 'found', 'me'];['harry', 'ron', 'found']
Hermione;I'd probably be dead.;['i', 'probably', 'be', 'dead'];['i', 'probably', 'be', 'dead'];['probably', 'dead']
Mcgonagall;Be that as it may...it was an extremely foolish thing to do. ;['be', 'that', 'as', 'it', 'may', 'it', 'was', 'an', 'extremely', 'foolish', 'thing', 'to', 'do'];['be', 'that', 'a', 'it', 'may', 'it', 'wa', 'an', 'extremely', 'foolish', 'thing', 'to', 'do'];['may', 'extremely', 'foolish', 'thing']
Mcgonagall;I would have expected more rational behaviour on your part and I am very disappointed in you Ms. Granger. ;['i', 'would', 'have', 'expected', 'more', 'rational', 'behaviour', 'on', 'your', 'part', 'and', 'i', 'am', 'very', 'disappointed', 'in', 'you', 'granger'];['i', 'would', 'have', 'expected', 'more', 'rational', 'behaviour', 'on', 'your', 'part', 'and', 'i', 'am', 'very', 'disappointed', 'in', 'you', 'granger'];['would', 'expected', 'rational', 'behaviour', 'part', 'disappointed', 'granger']
Mcgonagall;5 points will be taken from Gryffindor for your serious lack of judgment. ;['points', 'will', 'be', 'taken', 'from', 'gryffindor', 'for', 'your', 'serious', 'lack', 'of', 'judgment'];['point', 'will', 'be', 'taken', 'from', 'gryffindor', 'for', 'your', 'serious', 'lack', 'of', 'judgment'];['point', 'taken', 'gryffindor', 'serious', 'lack', 'judgment']
Mcgonagall;As for you two gentlemen I just hope you realize how fortunate you are. ;['as', 'for', 'you', 'two', 'gentlemen', 'i', 'just', 'hope', 'you', 'realize', 'how', 'fortunate', 'you', 'are'];['a', 'for', 'you', 'two', 'gentleman', 'i', 'just', 'hope', 'you', 'realize', 'how', 'fortunate', 'you', 'are'];['two', 'gentleman', 'hope', 'realize', 'fortunate']
Mcgonagall;Not many first year students could take on a full grown mountain troll and live to tell the tale. ;['not', 'many', 'first', 'year', 'students', 'could', 'take', 'on', 'a', 'full', 'grown', 'mountain', 'troll', 'and', 'live', 'to', 'tell', 'the', 'tale'];['not', 'many', 'first', 'year', 'student', 'could', 'take', 'on', 'a', 'full', 'grown', 'mountain', 'troll', 'and', 'live', 'to', 'tell', 'the', 'tale'];['many', 'first', 'year', 'student', 'could', 'take', 'full', 'grown', 'mountain', 'troll', 'live', 'tell', 'tale']
Mcgonagall;5 points...will be awarded to each of you. ;['points', 'will', 'be', 'awarded', 'to', 'each', 'of', 'you'];['point', 'will', 'be', 'awarded', 'to', 'each', 'of', 'you'];['point', 'awarded']
Mcgonagall;For sheer dumb luck. ;['for', 'sheer', 'dumb', 'luck'];['for', 'sheer', 'dumb', 'luck'];['sheer', 'dumb', 'luck']
Quirrell;Perhaps you ought to go...;['perhaps', 'you', 'ought', 'to', 'go'];['perhaps', 'you', 'ought', 'to', 'go'];['perhaps', 'ought']
Quirrell;M-might wake up...heh.Ahh! Hehe....;['wake', 'up', 'hehe'];['wake', 'up', 'hehe'];['wake', 'hehe']
Harry;Good of you to get us out of trouble like that.;['good', 'of', 'you', 'to', 'get', 'us', 'out', 'of', 'trouble', 'like', 'that'];['good', 'of', 'you', 'to', 'get', 'u', 'out', 'of', 'trouble', 'like', 'that'];['good', 'u', 'trouble', 'like']
Ron;Mind you, we did save her life.;['mind', 'you', 'we', 'did', 'save', 'her', 'life'];['mind', 'you', 'we', 'did', 'save', 'her', 'life'];['mind', 'save', 'life']
Harry;Mind you, she might not have needed saving if you hadn't insulted her.;['mind', 'you', 'she', 'might', 'not', 'have', 'needed', 'saving', 'if', 'you', 'had', 'insulted', 'her'];['mind', 'you', 'she', 'might', 'not', 'have', 'needed', 'saving', 'if', 'you', 'had', 'insulted', 'her'];['mind', 'might', 'needed', 'saving', 'insulted']
Ron;What are friends for?;['what', 'are', 'friends', 'for'];['what', 'are', 'friend', 'for'];['friend']
Ron;Take a bit of toast, mate. Go on.;['take', 'a', 'bit', 'of', 'toast', 'mate', 'go', 'on'];['take', 'a', 'bit', 'of', 'toast', 'mate', 'go', 'on'];['take', 'bit', 'toast', 'mate']
Hermione;Ron's right, Harry. ;['ron', 'right', 'harry'];['ron', 'right', 'harry'];['ron', 'right', 'harry']
Hermione;You're gonna need your strength today.;['you', 'gon', 'na', 'need', 'your', 'strength', 'today'];['you', 'gon', 'na', 'need', 'your', 'strength', 'today'];['gon', 'na', 'need', 'strength', 'today']
Harry;I'm not hungry.;['i', 'not', 'hungry'];['i', 'not', 'hungry'];['hungry']
Snape;Good luck today, Potter. ;['good', 'luck', 'today', 'potter'];['good', 'luck', 'today', 'potter'];['good', 'luck', 'today', 'potter']
Snape;Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you...even if it is against Slytherin.;['then', 'again', 'now', 'that', 'you', 'proven', 'yourself', 'against', 'a', 'troll', 'a', 'little', 'game', 'of', 'quidditch', 'should', 'be', 'easy', 'work', 'for', 'you', 'even', 'if', 'it', 'is', 'against', 'slytherin'];['then', 'again', 'now', 'that', 'you', 'proven', 'yourself', 'against', 'a', 'troll', 'a', 'little', 'game', 'of', 'quidditch', 'should', 'be', 'easy', 'work', 'for', 'you', 'even', 'if', 'it', 'is', 'against', 'slytherin'];['proven', 'troll', 'little', 'game', 'quidditch', 'easy', 'work', 'even', 'slytherin']
Harry;That explains the blood.;['that', 'explains', 'the', 'blood'];['that', 'explains', 'the', 'blood'];['explains', 'blood']
Hermione;Blood?;['blood'];['blood'];['blood']
Harry;Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that 3 headed dog. ;['listen', 'last', 'night', 'i', 'guessing', 'snape', 'let', 'the', 'troll', 'in', 'as', 'a', 'diversion', 'so', 'he', 'could', 'try', 'and', 'get', 'past', 'that', 'headed', 'dog'];['listen', 'last', 'night', 'i', 'guessing', 'snape', 'let', 'the', 'troll', 'in', 'a', 'a', 'diversion', 'so', 'he', 'could', 'try', 'and', 'get', 'past', 'that', 'headed', 'dog'];['listen', 'last', 'night', 'guessing', 'snape', 'let', 'troll', 'diversion', 'could', 'try', 'past', 'headed', 'dog']
Harry;But, he got himself bitten, that's why he's limping.;['but', 'he', 'got', 'himself', 'bitten', 'that', 'why', 'he', 'limping'];['but', 'he', 'got', 'himself', 'bitten', 'that', 'why', 'he', 'limping'];['bitten', 'limping']
Hermione; But why would anyone go near that dog?;['but', 'why', 'would', 'anyone', 'go', 'near', 'that', 'dog'];['but', 'why', 'would', 'anyone', 'go', 'near', 'that', 'dog'];['would', 'anyone', 'near', 'dog']
Harry;The day I was at Gringotts, Hagrid took something out of one of the vaults.;['the', 'day', 'i', 'was', 'at', 'gringotts', 'hagrid', 'took', 'something', 'out', 'of', 'one', 'of', 'the', 'vaults'];['the', 'day', 'i', 'wa', 'at', 'gringotts', 'hagrid', 'took', 'something', 'out', 'of', 'one', 'of', 'the', 'vault'];['day', 'gringotts', 'hagrid', 'took', 'something', 'one', 'vault']
Harry; He said it was Hogwarts' business, very secret.;['he', 'said', 'it', 'was', 'hogwarts', 'business', 'very', 'secret'];['he', 'said', 'it', 'wa', 'hogwarts', 'business', 'very', 'secret'];['said', 'hogwarts', 'business', 'secret']
Hermione;So you're saying...;['so', 'you', 'saying'];['so', 'you', 'saying'];['saying']
Harry;That's what the dog's guarding. ;['that', 'what', 'the', 'dog', 'guarding'];['that', 'what', 'the', 'dog', 'guarding'];['dog', 'guarding']
Harry;That's what Snape wants.;['that', 'what', 'snape', 'wants'];['that', 'what', 'snape', 'want'];['snape', 'want']
Hermione;Bit early for mail, isn't it?;['bit', 'early', 'for', 'mail', 'is', 'it'];['bit', 'early', 'for', 'mail', 'is', 'it'];['bit', 'early', 'mail']
Harry;But I-I never get mail.;['but', 'never', 'get', 'mail'];['but', 'never', 'get', 'mail'];['never', 'mail']
Ron;Let's open it.;['let', 'open', 'it'];['let', 'open', 'it'];['let', 'open']
Harry;It's a broomstick!;['it', 'a', 'broomstick'];['it', 'a', 'broomstick'];['broomstick']
Ron;Thats not just a broomstick, Harry. ;['thats', 'not', 'just', 'a', 'broomstick', 'harry'];['thats', 'not', 'just', 'a', 'broomstick', 'harry'];['thats', 'broomstick', 'harry']
Ron;It's a Nimbus 2000!;['it', 'a', 'nimbus'];['it', 'a', 'nimbus'];['nimbus']
Harry;But who...?;['but', 'who'];['but', 'who'];[]
Oiiver;Scared, Harry?;['scared', 'harry'];['scared', 'harry'];['scared', 'harry']
Harry;A little.;['a', 'little'];['a', 'little'];['little']
Oliver;That's all right. ;['that', 'all', 'right'];['that', 'all', 'right'];['right']
Oliver;I felt the same way before my first game.;['i', 'felt', 'the', 'same', 'way', 'before', 'my', 'first', 'game'];['i', 'felt', 'the', 'same', 'way', 'before', 'my', 'first', 'game'];['felt', 'way', 'first', 'game']
Harry;What happened?;['what', 'happened'];['what', 'happened'];['happened']
Oliver;Er, I don't really remember. ;['er', 'i', 'do', 'really', 'remember'];['er', 'i', 'do', 'really', 'remember'];['er', 'really', 'remember']
Oliver;I took a bludger to the head 2 minutes in. ;['i', 'took', 'a', 'bludger', 'to', 'the', 'head', 'minutes', 'in'];['i', 'took', 'a', 'bludger', 'to', 'the', 'head', 'minute', 'in'];['took', 'bludger', 'head', 'minute']
Oliver;Woke up in the hospital a week later.;['woke', 'up', 'in', 'the', 'hospital', 'a', 'week', 'later'];['woke', 'up', 'in', 'the', 'hospital', 'a', 'week', 'later'];['woke', 'hospital', 'week', 'later']
Lee Jordan;Hello, and welcome to Hogwarts' first Quidditch game of the season! ;['hello', 'and', 'welcome', 'to', 'hogwarts', 'first', 'quidditch', 'game', 'of', 'the', 'season'];['hello', 'and', 'welcome', 'to', 'hogwarts', 'first', 'quidditch', 'game', 'of', 'the', 'season'];['hello', 'welcome', 'hogwarts', 'first', 'quidditch', 'game', 'season']
Lee Jordan;Today's game Slytherin versus Gryffindor!!!;['today', 'game', 'slytherin', 'versus', 'gryffindor'];['today', 'game', 'slytherin', 'versus', 'gryffindor'];['today', 'game', 'slytherin', 'versus', 'gryffindor']
Lee Jordan;The players take their positions as Madam Hooch steps out onto the field to begin the game.;['the', 'players', 'take', 'their', 'positions', 'as', 'madam', 'hooch', 'steps', 'out', 'onto', 'the', 'field', 'to', 'begin', 'the', 'game'];['the', 'player', 'take', 'their', 'position', 'a', 'madam', 'hooch', 'step', 'out', 'onto', 'the', 'field', 'to', 'begin', 'the', 'game'];['player', 'take', 'position', 'madam', 'hooch', 'step', 'onto', 'field', 'begin', 'game']
Madam Hooch;Now, I want a nice clean game...from all of you. ;['now', 'i', 'want', 'a', 'nice', 'clean', 'game', 'from', 'all', 'of', 'you'];['now', 'i', 'want', 'a', 'nice', 'clean', 'game', 'from', 'all', 'of', 'you'];['want', 'nice', 'clean', 'game']
Lee Jordan;The bludgers are up...followed by the Golden Snitch. ;['the', 'bludgers', 'are', 'up', 'followed', 'by', 'the', 'golden', 'snitch'];['the', 'bludgers', 'are', 'up', 'followed', 'by', 'the', 'golden', 'snitch'];['bludgers', 'followed', 'golden', 'snitch']
Lee Jordan;Remember, the snitch is worth 150 points. ;['remember', 'the', 'snitch', 'is', 'worth', 'points'];['remember', 'the', 'snitch', 'is', 'worth', 'point'];['remember', 'snitch', 'worth', 'point']
Lee Jordan;The seeker who catches the Snitch ends the game.;['the', 'seeker', 'who', 'catches', 'the', 'snitch', 'ends', 'the', 'game'];['the', 'seeker', 'who', 'catch', 'the', 'snitch', 'end', 'the', 'game'];['seeker', 'catch', 'snitch', 'end', 'game']
Lee Jordan;The Quaffle is released...and the game begins!;['the', 'quaffle', 'is', 'released', 'and', 'the', 'game', 'begins'];['the', 'quaffle', 'is', 'released', 'and', 'the', 'game', 'begin'];['quaffle', 'released', 'game', 'begin']
